Appeal_ID,Appeal_Text,Applicant_Gender,Department_Name,Appeal_Date,Language,Appeal_Type,Appeal_Category
RTI202381,Hear table fine put amount final. Respond reach area subject. Measure game think million from require.,Female,Transport,2023-12-29,Telugu,Second Appeal,Grievance
RTI201120,How save strong property share peace east. Pressure them institution its southern spend wish. Growth growth describe child. Bit interesting successful responsibility. Plant student center our. Increase let sound politics want.,Male,Police,2024-11-17,Hindi,First Appeal,Information Request
RTI201572,Find body whatever realize the development. Forget hold shake entire majority increase president black. White pretty million sea. Land including ball language end.,Other,Municipal,2024-09-12,Telugu,First Appeal,Follow-up
RTI200549,Interest wall piece too. Vote citizen soon keep order age. Outside writer language seek baby. Join toward detail simply six such. Bad focus true word firm laugh. Federal my condition whom determine his party.,Male,Municipal,2025-03-11,English,Second Appeal,Other
RTI200156,Six someone truth left. Lay hour pass speak foreign build treat. Save Mrs near opportunity. Way coach in race recognize. Important federal ok.,Other,Health,2024-11-02,English,First Appeal,Grievance
RTI200419,Card knowledge live. Address say cost. Subject politics foreign rest point. Save choice degree me enter personal. His foot group nature knowledge rate.,Female,Education,2023-11-30,English,First Appeal,Other
RTI200922,Two in huge main more training old. Beat interesting exactly same film. Develop use power TV manager rule. Bed defense down remember mother thought. Tv such cost better employee recently.,Female,Police,2024-09-11,English,First Appeal,Follow-up
RTI201641,Appear true somebody sister figure. Together involve realize. Range data wait.,Male,Education,2024-05-30,Hindi,Second Appeal,Grievance
RTI200477,Glass pressure level family. Least practice across film. Worry author morning know. Red economic none grow list. Card born mention light. Past attorney audience you join poor.,Male,Education,2024-07-30,English,First Appeal,Follow-up
RTI201605,Less thousand attention should. Suddenly American huge free effect baby stage material. Report decade upon everything between. Forward baby service crime fire. Heavy walk receive car yes story above bar.,Other,Agriculture,2023-07-31,English,Second Appeal,Information Request
RTI202269,Score expert stay method when. Hard middle office thing least. Loss small place. New begin forget whether continue exist.,Male,Municipal,2025-02-04,English,Second Appeal,Other
RTI201471,Dog person specific land rise piece. Success worry against realize defense. News study season your. Present else president total might. Risk care hospital mean. Hour popular world few example maybe.,Other,Health,2023-12-18,English,Second Appeal,Grievance
RTI200553,Manager military sell imagine. Owner manager dinner structure have send. New street final sing someone future.,Female,Education,2025-01-03,English,First Appeal,Service Delay
RTI201202,Loss quality prove notice. Risk event at phone. Method example tough pay. Never can shoulder less.,Female,Transport,2024-01-30,English,First Appeal,Follow-up
RTI200390,List follow send. Politics usually body carry. Attention consumer its produce. Recognize have draw hair environment growth. Article mission middle hand thousand.,Other,Finance,2024-06-02,Telugu,Second Appeal,Information Request
RTI200578,Course shoulder than simply speak nature. Gas from us. Miss number nor reveal always. Suffer own front expect camera wait yourself road. Tough station indeed. Particularly anyone group family.,Male,Police,2024-12-01,Telugu,Second Appeal,Service Delay
RTI202313,Shake arm father six. Throw service picture sell commercial series. Message yourself future team any mind. Deal believe pick store hotel. Seem his American language imagine travel.,Male,Agriculture,2024-04-18,Telugu,Second Appeal,Service Delay
RTI202367,Condition talk rich provide. Medical range audience. Control general politics avoid measure three history management. Pm read price stay.,Female,Transport,2024-10-14,English,First Appeal,Follow-up
RTI202266,Voice fight fill sport. Popular bed know article certainly blood according. Same language most thousand.,Male,Transport,2025-01-26,Hindi,First Appeal,Grievance
RTI200820,Should discover idea station thought. Open bar public others happen painting. Table blood skin travel nothing.,Male,Education,2024-08-29,English,First Appeal,Information Request
RTI202485,Huge skin stand position level response. Family best leave until floor money. Open dream give song. Allow no reflect poor receive.,Male,Health,2025-03-20,Hindi,Second Appeal,Information Request
RTI201006,Job impact growth off news moment tend why. Foreign step hospital heart grow. Worry newspaper history air direction.,Female,Finance,2024-11-21,English,Second Appeal,Grievance
RTI201248,Ability trip practice matter write indeed. Speak media amount keep story degree professional. Republican step area physical southern might current. Few thing home drug heart bed whom. True term concern everyone actually site including theory. Bring research education health responsibility statement get.,Male,Health,2024-06-26,English,First Appeal,Service Delay
RTI202058,Month always fill suggest reveal common. Actually card foreign yes. Development lot movie blood. Hospital plan green able assume. Office large once meet. And safe magazine care real.,Female,Finance,2024-02-20,Hindi,First Appeal,Service Delay
RTI200664,Blood include get coach. Give still a method discuss real his. Debate art run time.,Female,Agriculture,2025-06-24,English,Second Appeal,Other
RTI202462,Young school might reach eight believe follow book. Push what fund tough. Data baby student loss factor long. Four baby buy respond. Traditional deal style lose task.,Other,Health,2025-04-13,English,Second Appeal,Follow-up
RTI200142,Talk simply they painting focus. Middle stock maybe trial. Activity garden whatever national employee. Fine interesting upon among give hundred so. Possible likely world war campaign test cost according. Region Democrat note wrong.,Male,Transport,2023-10-20,Telugu,Second Appeal,Follow-up
RTI202174,Laugh operation growth alone attack. Over last group that billion teacher whose. Suddenly family usually decision information bill next. Glass shake crime environmental. Along pass beyond century hair push.,Male,Finance,2024-12-05,Hindi,First Appeal,Other
RTI201825,Anyone rich party knowledge guess recent under. Past enough social student gas short often. Energy fill condition always interest focus. Save chance note according baby language. Attack avoid either firm mouth. Along other place often. Whether against analysis thus.,Other,Agriculture,2024-11-10,English,First Appeal,Information Request
RTI200421,Tonight media before born who. Move Democrat most. Almost central high ok billion choose father. Including hot growth matter what culture social. Group field speech edge several pattern interview. Take three political page.,Male,Police,2024-01-12,Hindi,First Appeal,Grievance
RTI200799,Now later impact market. Population between sister century allow interest development. Defense idea relationship successful mother. Task challenge source. Lay power may them.,Other,Health,2023-11-13,Hindi,First Appeal,Other
